hop	package	version	architecture	component	suite	pocket	filename	relative_pool_path	size_bytes	sha256	original_url	acquisition_source	seed_local_path	profile	provenance
xenial-to-bionic	accountsservice	0.6.45-1ubuntu1.3	amd64	main	bionic-security	security	accountsservice_0.6.45-1ubuntu1.3_amd64.deb	pool/main/a/accountsservice/accountsservice_0.6.45-1ubuntu1.3_amd64.deb	62420	3d76bac7ae425b8eff2599da2b02b2874ad2df6603d0b7b645cf8cc1f830c9a1	http://archive.ubuntu.com/ubuntu/pool/main/a/accountsservice/accountsservice_0.6.45-1ubuntu1.3_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	amd64-microcode	3.20191021.1+really3.20181128.1~ubuntu0.18.04.1	amd64	main	bionic-security	security	amd64-microcode_3.20191021.1+really3.20181128.1~ubuntu0.18.04.1_amd64.deb	pool/main/a/amd64-microcode/amd64-microcode_3.20191021.1+really3.20181128.1~ubuntu0.18.04.1_amd64.deb	31584	40c0e092592da96ce42943926653d4652a56e3715031df90132493dd98dddfef	http://archive.ubuntu.com/ubuntu/pool/main/a/amd64-microcode/amd64-microcode_3.20191021.1+really3.20181128.1~ubuntu0.18.04.1_amd64.deb	downloaded		generic	profile=generic
xenial-to-bionic	apache2-utils	2.4.29-1ubuntu4.27	amd64	main	bionic-security	security	apache2-utils_2.4.29-1ubuntu4.27_amd64.deb	pool/main/a/apache2/apache2-utils_2.4.29-1ubuntu4.27_amd64.deb	83308	129929a1ac334f07f083d3b5ee6b0a52d67efe2fb7575dac72e386afaadfdb95	http://archive.ubuntu.com/ubuntu/pool/main/a/apache2/apache2-utils_2.4.29-1ubuntu4.27_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	apparmor	2.12-4ubuntu5.3	amd64	main	bionic-security	security	apparmor_2.12-4ubuntu5.3_amd64.deb	pool/main/a/apparmor/apparmor_2.12-4ubuntu5.3_amd64.deb	487716	7a295728d5fdc7db44661fc6258a2515d223d66621900747dbdaae7f384c321c	http://archive.ubuntu.com/ubuntu/pool/main/a/apparmor/apparmor_2.12-4ubuntu5.3_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	apport	2.20.9-0ubuntu7.29+esm3	all	main	bionic-security	security	apport_2.20.9-0ubuntu7.29+esm3_all.deb	pool/main/a/apport/apport_2.20.9-0ubuntu7.29+esm3_all.deb	126296	0cef87c567a0f8b28aa9c5f243e5f64f7dfc05e8b382ecc50f6cc7d5bb42f6a8	http://archive.ubuntu.com/ubuntu/pool/main/a/apport/apport_2.20.9-0ubuntu7.29+esm3_all.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	bash	4.4.18-2ubuntu1.3	amd64	main	bionic-security	security	bash_4.4.18-2ubuntu1.3_amd64.deb	pool/main/b/bash/bash_4.4.18-2ubuntu1.3_amd64.deb	614620	54e03bbeb6bf647f7bef19ac88b4209e435af1b339f0c779c66e9ec57c737f72	http://archive.ubuntu.com/ubuntu/pool/main/b/bash/bash_4.4.18-2ubuntu1.3_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	bind9-host	1:9.11.3+dfsg-1ubuntu1.18	amd64	main	bionic-security	security	bind9-host_9.11.3+dfsg-1ubuntu1.18_amd64.deb	pool/main/b/bind9/bind9-host_9.11.3+dfsg-1ubuntu1.18_amd64.deb	53540	de4447d3aa6836358474d288b065494216bc32492f9f45ed52f4794e0e783f20	http://archive.ubuntu.com/ubuntu/pool/main/b/bind9/bind9-host_9.11.3+dfsg-1ubuntu1.18_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	binutils	2.30-21ubuntu1~18.04.9	amd64	main	bionic-security	security	binutils_2.30-21ubuntu1~18.04.9_amd64.deb	pool/main/b/binutils/binutils_2.30-21ubuntu1~18.04.9_amd64.deb	3392	87a2aa5f0d3b7c31e0fb16055d6a5ed6e5a668c75c4dd02c32a08e4fc4980f8d	http://archive.ubuntu.com/ubuntu/pool/main/b/binutils/binutils_2.30-21ubuntu1~18.04.9_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	binutils-common	2.30-21ubuntu1~18.04.9	amd64	main	bionic-security	security	binutils-common_2.30-21ubuntu1~18.04.9_amd64.deb	pool/main/b/binutils/binutils-common_2.30-21ubuntu1~18.04.9_amd64.deb	196808	52a7fac6b89db7049106040d56fef6f8d405050d56151b6d576e491cd32c0501	http://archive.ubuntu.com/ubuntu/pool/main/b/binutils/binutils-common_2.30-21ubuntu1~18.04.9_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	binutils-x86-64-linux-gnu	2.30-21ubuntu1~18.04.9	amd64	main	bionic-security	security	binutils-x86-64-linux-gnu_2.30-21ubuntu1~18.04.9_amd64.deb	pool/main/b/binutils/binutils-x86-64-linux-gnu_2.30-21ubuntu1~18.04.9_amd64.deb	1839460	513f472188f42de5a8bcd5373cdf18cb8651bab629a941bbd32f34f14e277223	http://archive.ubuntu.com/ubuntu/pool/main/b/binutils/binutils-x86-64-linux-gnu_2.30-21ubuntu1~18.04.9_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	bsdutils	1:2.31.1-0.4ubuntu3.7	amd64	main	bionic-security	security	bsdutils_2.31.1-0.4ubuntu3.7_amd64.deb	pool/main/u/util-linux/bsdutils_2.31.1-0.4ubuntu3.7_amd64.deb	60212	f2f19c529e88a07ec764256fd75d12c95190f79ffa38f33ba5cd096effdf7760	http://archive.ubuntu.com/ubuntu/pool/main/u/util-linux/bsdutils_2.31.1-0.4ubuntu3.7_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	busybox-initramfs	1:1.27.2-2ubuntu3.4	amd64	main	bionic-security	security	busybox-initramfs_1.27.2-2ubuntu3.4_amd64.deb	pool/main/b/busybox/busybox-initramfs_1.27.2-2ubuntu3.4_amd64.deb	165572	4d8ddcdf26c79f6ff4d1bceb5dcdb9a82480d75738c5daaf1817601bdda8a90e	http://archive.ubuntu.com/ubuntu/pool/main/b/busybox/busybox-initramfs_1.27.2-2ubuntu3.4_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	busybox-static	1:1.27.2-2ubuntu3.4	amd64	main	bionic-security	security	busybox-static_1.27.2-2ubuntu3.4_amd64.deb	pool/main/b/busybox/busybox-static_1.27.2-2ubuntu3.4_amd64.deb	918156	08e48efa90c16397ecf7d869bec0758ec635faa85cb079427a467fb4377574a3	http://archive.ubuntu.com/ubuntu/pool/main/b/busybox/busybox-static_1.27.2-2ubuntu3.4_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	bzip2	1.0.6-8.1ubuntu0.2	amd64	main	bionic-security	security	bzip2_1.0.6-8.1ubuntu0.2_amd64.deb	pool/main/b/bzip2/bzip2_1.0.6-8.1ubuntu0.2_amd64.deb	33928	14955e4660d85da6507e9074f14f4d412bc7bf9e7841f327cf8751a6d227e329	http://archive.ubuntu.com/ubuntu/pool/main/b/bzip2/bzip2_1.0.6-8.1ubuntu0.2_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	ca-certificates	20230311ubuntu0.18.04.1	all	main	bionic-security	security	ca-certificates_20230311ubuntu0.18.04.1_all.deb	pool/main/c/ca-certificates/ca-certificates_20230311ubuntu0.18.04.1_all.deb	150728	ebab7dae205c7ad4a6d12cada2b611896ebc0d8b0477d96d2659b9959e5f4703	http://archive.ubuntu.com/ubuntu/pool/main/c/ca-certificates/ca-certificates_20230311ubuntu0.18.04.1_all.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	ca-certificates-java	20180516ubuntu1~18.04.2	all	main	bionic-security	security	ca-certificates-java_20180516ubuntu1~18.04.2_all.deb	pool/main/c/ca-certificates-java/ca-certificates-java_20180516ubuntu1~18.04.2_all.deb	12472	4bb79f23113dce03cb1567f7c07d8800ef049491ad2e52edeeca12c6c75ab957	http://archive.ubuntu.com/ubuntu/pool/main/c/ca-certificates-java/ca-certificates-java_20180516ubuntu1~18.04.2_all.deb	downloaded		generic	profile=generic
xenial-to-bionic	cpio	2.12+dfsg-6ubuntu0.18.04.4	amd64	main	bionic-security	security	cpio_2.12+dfsg-6ubuntu0.18.04.4_amd64.deb	pool/main/c/cpio/cpio_2.12+dfsg-6ubuntu0.18.04.4_amd64.deb	86404	0a720bdd184d6073331c1a206475ac2ec1146b07097fecc2159d66c5e0e4cf3a	http://archive.ubuntu.com/ubuntu/pool/main/c/cpio/cpio_2.12+dfsg-6ubuntu0.18.04.4_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	cpp	4:7.4.0-1ubuntu2.3	amd64	main	bionic-security	security	cpp_7.4.0-1ubuntu2.3_amd64.deb	pool/main/g/gcc-defaults/cpp_7.4.0-1ubuntu2.3_amd64.deb	27656	6587837e97571bf64e5b673d0f0923b52e3f4e601e15df3907f9a246dd3eaae4	http://archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/cpp_7.4.0-1ubuntu2.3_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	cpp-7	7.5.0-3ubuntu1~18.04	amd64	main	bionic-security	security	cpp-7_7.5.0-3ubuntu1~18.04_amd64.deb	pool/main/g/gcc-7/cpp-7_7.5.0-3ubuntu1~18.04_amd64.deb	8591092	54ef20b753876e38ac478f05170ef1c4fc856db12b1dfaa0ffb14e220e527d61	http://archive.ubuntu.com/ubuntu/pool/main/g/gcc-7/cpp-7_7.5.0-3ubuntu1~18.04_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	cron	3.0pl1-128.1ubuntu1.2	amd64	main	bionic-security	security	cron_3.0pl1-128.1ubuntu1.2_amd64.deb	pool/main/c/cron/cron_3.0pl1-128.1ubuntu1.2_amd64.deb	69548	e7cd32c4962a28ed82ea87150a702cae4d3db3ba32e58514268c16d1497378f5	http://archive.ubuntu.com/ubuntu/pool/main/c/cron/cron_3.0pl1-128.1ubuntu1.2_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	curl	7.58.0-2ubuntu3.24	amd64	main	bionic-security	security	curl_7.58.0-2ubuntu3.24_amd64.deb	pool/main/c/curl/curl_7.58.0-2ubuntu3.24_amd64.deb	158760	b7a477c240e239f561fdefeb9c34de94fb4e58eb538cbe7c699fe30a7a35bb07	http://archive.ubuntu.com/ubuntu/pool/main/c/curl/curl_7.58.0-2ubuntu3.24_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	dbus	1.12.2-1ubuntu1.4	amd64	main	bionic-security	security	dbus_1.12.2-1ubuntu1.4_amd64.deb	pool/main/d/dbus/dbus_1.12.2-1ubuntu1.4_amd64.deb	150168	5126617e2e0064ac1d5e5e8a4ddca576d49ab4f6465a3464eb3f0620bbbdfd39	http://archive.ubuntu.com/ubuntu/pool/main/d/dbus/dbus_1.12.2-1ubuntu1.4_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	dirmngr	2.2.4-1ubuntu1.6	amd64	main	bionic-security	security	dirmngr_2.2.4-1ubuntu1.6_amd64.deb	pool/main/g/gnupg2/dirmngr_2.2.4-1ubuntu1.6_amd64.deb	316648	3dd4b9602c9a1ee1526665f97b7c466b00e702da152d0d46e5d455517183ba66	http://archive.ubuntu.com/ubuntu/pool/main/g/gnupg2/dirmngr_2.2.4-1ubuntu1.6_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	distro-info	0.18ubuntu0.18.04.1	amd64	main	bionic-security	security	distro-info_0.18ubuntu0.18.04.1_amd64.deb	pool/main/d/distro-info/distro-info_0.18ubuntu0.18.04.1_amd64.deb	19948	b4630906326a30e845c194dfc3d2d09e17c79f02af7094fc8ea60cf056ea95b0	http://archive.ubuntu.com/ubuntu/pool/main/d/distro-info/distro-info_0.18ubuntu0.18.04.1_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	distro-info-data	0.37ubuntu0.21	all	main	bionic-security	security	distro-info-data_0.37ubuntu0.21_all.deb	pool/main/d/distro-info-data/distro-info-data_0.37ubuntu0.21_all.deb	5204	494405ea3f71c59b4ae2d08ea5f2750fba9cab89a538eee6dbdd6cea366c7992	http://archive.ubuntu.com/ubuntu/pool/main/d/distro-info-data/distro-info-data_0.37ubuntu0.21_all.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	dnsmasq-base	2.79-1ubuntu0.7	amd64	main	bionic-security	security	dnsmasq-base_2.79-1ubuntu0.7_amd64.deb	pool/main/d/dnsmasq/dnsmasq-base_2.79-1ubuntu0.7_amd64.deb	307332	fe73340f9c0c8b58a4a3d4d1ad87e950f540c96a6dbb28232d3db52c1a78c90d	http://archive.ubuntu.com/ubuntu/pool/main/d/dnsmasq/dnsmasq-base_2.79-1ubuntu0.7_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	dnsutils	1:9.11.3+dfsg-1ubuntu1.18	amd64	main	bionic-security	security	dnsutils_9.11.3+dfsg-1ubuntu1.18_amd64.deb	pool/main/b/bind9/dnsutils_9.11.3+dfsg-1ubuntu1.18_amd64.deb	145100	1779bcfb9bafcce900c6a256c80fdcf9457af0bbb264a77c34a7b1a40f405ee5	http://archive.ubuntu.com/ubuntu/pool/main/b/bind9/dnsutils_9.11.3+dfsg-1ubuntu1.18_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	dpkg	1.19.0.5ubuntu2.4	amd64	main	bionic-security	security	dpkg_1.19.0.5ubuntu2.4_amd64.deb	pool/main/d/dpkg/dpkg_1.19.0.5ubuntu2.4_amd64.deb	1137220	ad5b8fa9dd3bbfe694bb7263639903bb7f01d9f9229422f0ac2b41847d64b971	http://archive.ubuntu.com/ubuntu/pool/main/d/dpkg/dpkg_1.19.0.5ubuntu2.4_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	dpkg-dev	1.19.0.5ubuntu2.4	all	main	bionic-security	security	dpkg-dev_1.19.0.5ubuntu2.4_all.deb	pool/main/d/dpkg/dpkg-dev_1.19.0.5ubuntu2.4_all.deb	607432	bc437446e66a0ac9ac9de51a16960c5463c11556947835385971e18bc01864a2	http://archive.ubuntu.com/ubuntu/pool/main/d/dpkg/dpkg-dev_1.19.0.5ubuntu2.4_all.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	e2fslibs	1.44.1-1ubuntu1.4	amd64	main	bionic-security	security	e2fslibs_1.44.1-1ubuntu1.4_amd64.deb	pool/main/e/e2fsprogs/e2fslibs_1.44.1-1ubuntu1.4_amd64.deb	2712	ffddcaaede153758e9d2d8f38672ca0be08a790a82a6cdd8e2cb69aa6a0930f3	http://archive.ubuntu.com/ubuntu/pool/main/e/e2fsprogs/e2fslibs_1.44.1-1ubuntu1.4_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	e2fsprogs	1.44.1-1ubuntu1.4	amd64	main	bionic-security	security	e2fsprogs_1.44.1-1ubuntu1.4_amd64.deb	pool/main/e/e2fsprogs/e2fsprogs_1.44.1-1ubuntu1.4_amd64.deb	390440	97a1e97416e0d2274fd56c5fa93de893280384b686f2a18464a045d0c7f68fd0	http://archive.ubuntu.com/ubuntu/pool/main/e/e2fsprogs/e2fsprogs_1.44.1-1ubuntu1.4_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	fdisk	2.31.1-0.4ubuntu3.7	amd64	main	bionic-security	security	fdisk_2.31.1-0.4ubuntu3.7_amd64.deb	pool/main/u/util-linux/fdisk_2.31.1-0.4ubuntu3.7_amd64.deb	107636	687c78d6f1852779e8d30001adb33856654dca8767d3f465b1df277695331df7	http://archive.ubuntu.com/ubuntu/pool/main/u/util-linux/fdisk_2.31.1-0.4ubuntu3.7_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	file	1:5.32-2ubuntu0.4	amd64	main	bionic-security	security	file_5.32-2ubuntu0.4_amd64.deb	pool/main/f/file/file_5.32-2ubuntu0.4_amd64.deb	22072	6145f715ce851cc535326591e8f8fa8d76e24def7159698a2b14060de90a8e34	http://archive.ubuntu.com/ubuntu/pool/main/f/file/file_5.32-2ubuntu0.4_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	g++	4:7.4.0-1ubuntu2.3	amd64	main	bionic-security	security	g++_7.4.0-1ubuntu2.3_amd64.deb	pool/main/g/gcc-defaults/g++_7.4.0-1ubuntu2.3_amd64.deb	1568	c261a5555d623e38d9ff42bac9f78610dce44eec95dc78fb7e81961fb33d4401	http://archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/g++_7.4.0-1ubuntu2.3_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	g++-7	7.5.0-3ubuntu1~18.04	amd64	main	bionic-security	security	g++-7_7.5.0-3ubuntu1~18.04_amd64.deb	pool/main/g/gcc-7/g++-7_7.5.0-3ubuntu1~18.04_amd64.deb	9697404	1ba415a38d09c2b3c16c063372f4cfb381e6bcd2cc919468953e28d785e96f04	http://archive.ubuntu.com/ubuntu/pool/main/g/gcc-7/g++-7_7.5.0-3ubuntu1~18.04_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gcc	4:7.4.0-1ubuntu2.3	amd64	main	bionic-security	security	gcc_7.4.0-1ubuntu2.3_amd64.deb	pool/main/g/gcc-defaults/gcc_7.4.0-1ubuntu2.3_amd64.deb	5184	7ef491f26b4c15b45c0221f106f1d44a17e168b5ec951a378ec46c9211d67de9	http://archive.ubuntu.com/ubuntu/pool/main/g/gcc-defaults/gcc_7.4.0-1ubuntu2.3_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gcc-7	7.5.0-3ubuntu1~18.04	amd64	main	bionic-security	security	gcc-7_7.5.0-3ubuntu1~18.04_amd64.deb	pool/main/g/gcc-7/gcc-7_7.5.0-3ubuntu1~18.04_amd64.deb	9381188	e325ed51b24372d0d655e0887922778932b11f7948ec37dbd4ff357688081b40	http://archive.ubuntu.com/ubuntu/pool/main/g/gcc-7/gcc-7_7.5.0-3ubuntu1~18.04_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gcc-7-base	7.5.0-3ubuntu1~18.04	amd64	main	bionic-security	security	gcc-7-base_7.5.0-3ubuntu1~18.04_amd64.deb	pool/main/g/gcc-7/gcc-7-base_7.5.0-3ubuntu1~18.04_amd64.deb	18268	6c30e2237e5a7c7264d24b2130b160271232a7748325a4659af19f4d861e9a23	http://archive.ubuntu.com/ubuntu/pool/main/g/gcc-7/gcc-7-base_7.5.0-3ubuntu1~18.04_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gcc-8-base	8.4.0-1ubuntu1~18.04	amd64	main	bionic-security	security	gcc-8-base_8.4.0-1ubuntu1~18.04_amd64.deb	pool/main/g/gcc-8/gcc-8-base_8.4.0-1ubuntu1~18.04_amd64.deb	18736	68ef7e8bb42275140fd9e22193994cb3026557aac020fbb08bd7db1c0f8840d1	http://archive.ubuntu.com/ubuntu/pool/main/g/gcc-8/gcc-8-base_8.4.0-1ubuntu1~18.04_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gettext-base	0.19.8.1-6ubuntu0.3	amd64	main	bionic-security	security	gettext-base_0.19.8.1-6ubuntu0.3_amd64.deb	pool/main/g/gettext/gettext-base_0.19.8.1-6ubuntu0.3_amd64.deb	113036	f316af1d1909294ecec100fd6ffdf90de8c00bb4a0c7e097522ed188d91fd8fe	http://archive.ubuntu.com/ubuntu/pool/main/g/gettext/gettext-base_0.19.8.1-6ubuntu0.3_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	git	1:2.17.1-1ubuntu0.18	amd64	main	bionic-security	security	git_2.17.1-1ubuntu0.18_amd64.deb	pool/main/g/git/git_2.17.1-1ubuntu0.18_amd64.deb	3989588	fb43bb837d2f770038d4e582846e60fd3eaf78b53b4fa32e5433162cef9c8580	http://archive.ubuntu.com/ubuntu/pool/main/g/git/git_2.17.1-1ubuntu0.18_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	git-man	1:2.17.1-1ubuntu0.18	all	main	bionic-security	security	git-man_2.17.1-1ubuntu0.18_all.deb	pool/main/g/git/git-man_2.17.1-1ubuntu0.18_all.deb	804428	0f7824ae6cc655ac264086a1dc24fc08110532a84c7e2834c28b3371e1f6a762	http://archive.ubuntu.com/ubuntu/pool/main/g/git/git-man_2.17.1-1ubuntu0.18_all.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gnupg	2.2.4-1ubuntu1.6	amd64	main	bionic-security	security	gnupg_2.2.4-1ubuntu1.6_amd64.deb	pool/main/g/gnupg2/gnupg_2.2.4-1ubuntu1.6_amd64.deb	249320	054f3b08911fce727d4d6ae3627ce92c1931e46960b5c72498e472e60a5b6efc	http://archive.ubuntu.com/ubuntu/pool/main/g/gnupg2/gnupg_2.2.4-1ubuntu1.6_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gnupg-l10n	2.2.4-1ubuntu1.6	all	main	bionic-security	security	gnupg-l10n_2.2.4-1ubuntu1.6_all.deb	pool/main/g/gnupg2/gnupg-l10n_2.2.4-1ubuntu1.6_all.deb	50112	455ad6c69c2d98b3c7fdc6a0b8782ad96323d7aa1a48d9c5b28753d86c65e97f	http://archive.ubuntu.com/ubuntu/pool/main/g/gnupg2/gnupg-l10n_2.2.4-1ubuntu1.6_all.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gnupg-utils	2.2.4-1ubuntu1.6	amd64	main	bionic-security	security	gnupg-utils_2.2.4-1ubuntu1.6_amd64.deb	pool/main/g/gnupg2/gnupg-utils_2.2.4-1ubuntu1.6_amd64.deb	127832	9469591bb0f38474746390407867cb85598202525601fb57ead9975eb66f82ff	http://archive.ubuntu.com/ubuntu/pool/main/g/gnupg2/gnupg-utils_2.2.4-1ubuntu1.6_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gpg	2.2.4-1ubuntu1.6	amd64	main	bionic-security	security	gpg_2.2.4-1ubuntu1.6_amd64.deb	pool/main/g/gnupg2/gpg_2.2.4-1ubuntu1.6_amd64.deb	468012	f131f79d8493852589238c969f4d08722f06fb5fdc9e44739206615002bf896f	http://archive.ubuntu.com/ubuntu/pool/main/g/gnupg2/gpg_2.2.4-1ubuntu1.6_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gpg-agent	2.2.4-1ubuntu1.6	amd64	main	bionic-security	security	gpg-agent_2.2.4-1ubuntu1.6_amd64.deb	pool/main/g/gnupg2/gpg-agent_2.2.4-1ubuntu1.6_amd64.deb	227236	7f383d68fb4ae5dc85bab80296a60845428a2bd3f34b040a6c0f04e43f416130	http://archive.ubuntu.com/ubuntu/pool/main/g/gnupg2/gpg-agent_2.2.4-1ubuntu1.6_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gpg-wks-client	2.2.4-1ubuntu1.6	amd64	main	bionic-security	security	gpg-wks-client_2.2.4-1ubuntu1.6_amd64.deb	pool/main/g/gnupg2/gpg-wks-client_2.2.4-1ubuntu1.6_amd64.deb	91772	66a0df52caca6e78e5604d97a0afb625d6cb23e4dd4941d70a0e748c35018f30	http://archive.ubuntu.com/ubuntu/pool/main/g/gnupg2/gpg-wks-client_2.2.4-1ubuntu1.6_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gpg-wks-server	2.2.4-1ubuntu1.6	amd64	main	bionic-security	security	gpg-wks-server_2.2.4-1ubuntu1.6_amd64.deb	pool/main/g/gnupg2/gpg-wks-server_2.2.4-1ubuntu1.6_amd64.deb	84996	3c604d270d4de76ee3768762b78a8d4ec52fc7a501ccaaad464adc06a0cc7f75	http://archive.ubuntu.com/ubuntu/pool/main/g/gnupg2/gpg-wks-server_2.2.4-1ubuntu1.6_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gpgconf	2.2.4-1ubuntu1.6	amd64	main	bionic-security	security	gpgconf_2.2.4-1ubuntu1.6_amd64.deb	pool/main/g/gnupg2/gpgconf_2.2.4-1ubuntu1.6_amd64.deb	123508	cb8af25bc13d9e8cd40904f4c17d6288fcf1c9c5b251b5a8ca8b8ab0305e3d31	http://archive.ubuntu.com/ubuntu/pool/main/g/gnupg2/gpgconf_2.2.4-1ubuntu1.6_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gpgsm	2.2.4-1ubuntu1.6	amd64	main	bionic-security	security	gpgsm_2.2.4-1ubuntu1.6_amd64.deb	pool/main/g/gnupg2/gpgsm_2.2.4-1ubuntu1.6_amd64.deb	214904	a6a3b2157a048fd9e6b3c54444385a9eafd31f3931601dffea0f9c5481f3b0f2	http://archive.ubuntu.com/ubuntu/pool/main/g/gnupg2/gpgsm_2.2.4-1ubuntu1.6_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gpgv	2.2.4-1ubuntu1.6	amd64	main	bionic-security	security	gpgv_2.2.4-1ubuntu1.6_amd64.deb	pool/main/g/gnupg2/gpgv_2.2.4-1ubuntu1.6_amd64.deb	198400	f3e20dbee4b0d0aed8d565c331bfc86d0afd18b74a87258c22255e58f1f5f703	http://archive.ubuntu.com/ubuntu/pool/main/g/gnupg2/gpgv_2.2.4-1ubuntu1.6_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	gzip	1.6-5ubuntu1.2	amd64	main	bionic-security	security	gzip_1.6-5ubuntu1.2_amd64.deb	pool/main/g/gzip/gzip_1.6-5ubuntu1.2_amd64.deb	90316	322f7a25fb281d27526661f672efec1b4e310c4140730a67aa26b59b98950ae3	http://archive.ubuntu.com/ubuntu/pool/main/g/gzip/gzip_1.6-5ubuntu1.2_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	intel-microcode	3.20230214.0ubuntu0.18.04.1	amd64	main	bionic-security	security	intel-microcode_3.20230214.0ubuntu0.18.04.1_amd64.deb	pool/main/i/intel-microcode/intel-microcode_3.20230214.0ubuntu0.18.04.1_amd64.deb	5856172	4f8ba99ee7369aa68b6a18d240fd9848854ab983c03b36ff8a434dbf875cbd32	http://archive.ubuntu.com/ubuntu/pool/main/i/intel-microcode/intel-microcode_3.20230214.0ubuntu0.18.04.1_amd64.deb	downloaded		generic	profile=generic
xenial-to-bionic	isc-dhcp-client	4.3.5-3ubuntu7.4	amd64	main	bionic-security	security	isc-dhcp-client_4.3.5-3ubuntu7.4_amd64.deb	pool/main/i/isc-dhcp/isc-dhcp-client_4.3.5-3ubuntu7.4_amd64.deb	243092	90c8b3fa86defba9652d80a17c68bbdd1abc25ad63dee61984a480e96eedb28c	http://archive.ubuntu.com/ubuntu/pool/main/i/isc-dhcp/isc-dhcp-client_4.3.5-3ubuntu7.4_amd64.deb	downloaded		aws,generic	profile=aws,generic
xenial-to-bionic	isc-dhcp-common	4.3.5-3ubuntu7.4	amd64	main	bionic-security	security	isc-dhcp-common_4.3.5-3ubuntu7.4_amd64.deb	pool/main/i/isc-dhcp/isc-dhcp-common_4.3.5-3ubuntu7.4_amd64.deb	44836	76e10d262b539c619eeb3b74613f964e0ab5bd5d18e2fa44d081a740a8094afd	http://archive.ubuntu.com/ubuntu/pool/main/i/isc-dhcp/isc-dhcp-common_4.3.5-3ubuntu7.4_amd64.deb	downloaded		aws,generic	profile=aws,generic
