hop	package	version	architecture	source_package	filename	repository_host	suite	component	size_bytes	sha256	original_url	final_url	requested	downloaded	installed	evidence_source
xenial-to-bionic	motd-news-config	9.4ubuntu4.14	all	base-files	motd-news-config_9.4ubuntu4.14_all.deb	ap-northeast-2.ec2.archive.ubuntu.com		main	4480	b9b0cc3b64b2e1f3b8fcf390057d3cb3d6e30148482f73d770d723f3ea943406	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/b/base-files/motd-news-config_9.4ubuntu4.14_all.deb	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/b/base-files/motd-news-config_9.4ubuntu4.14_all.deb	true	true	true	proxy_access_log
xenial-to-bionic	base-files	9.4ubuntu4.14	amd64	base-files	base-files_9.4ubuntu4.14_amd64.deb	ap-northeast-2.ec2.archive.ubuntu.com		main	60898	82f7ad9bc2a9a0f84b2c62d9ebbd30e2ce429fcc51538879dbf88202e3d22221	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/b/base-files/base-files_9.4ubuntu4.14_amd64.deb	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/b/base-files/base-files_9.4ubuntu4.14_amd64.deb	true	true	true	proxy_access_log
xenial-to-bionic	locales	2.23-0ubuntu11.3	all	glibc	locales_2.23-0ubuntu11.3_all.deb	ap-northeast-2.ec2.archive.ubuntu.com		main	3196636	a347d902b853c627a18dba36ce14edf75b047170a12ce31588e0e7f7b01b7033	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/g/glibc/locales_2.23-0ubuntu11.3_all.deb	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/g/glibc/locales_2.23-0ubuntu11.3_all.deb	true	true	true	proxy_access_log
xenial-to-bionic	libc-bin	2.23-0ubuntu11.3	amd64	glibc	libc-bin_2.23-0ubuntu11.3_amd64.deb	ap-northeast-2.ec2.archive.ubuntu.com		main	628652	d981726e05393f2c8058e5efd1a15fff14fe319c380c5f43475f13b5a2dc6e38	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/g/glibc/libc-bin_2.23-0ubuntu11.3_amd64.deb	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/g/glibc/libc-bin_2.23-0ubuntu11.3_amd64.deb	true	true	true	proxy_access_log
xenial-to-bionic	libapt-pkg5.0	1.2.35	amd64	apt	libapt-pkg5.0_1.2.35_amd64.deb	ap-northeast-2.ec2.archive.ubuntu.com		main	715106	7218bc48259830ebdd923a97cbca80dbe81276d51ac98bfd5df29aa2039e8025	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/a/apt/libapt-pkg5.0_1.2.35_amd64.deb	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/a/apt/libapt-pkg5.0_1.2.35_amd64.deb	true	true	true	proxy_access_log
xenial-to-bionic	libapt-inst2.0	1.2.35	amd64	apt	libapt-inst2.0_1.2.35_amd64.deb	ap-northeast-2.ec2.archive.ubuntu.com		main	54820	50a6947053ad96970c84fabbea8b045658294f29a674a8ce4708edaa78133520	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/a/apt/libapt-inst2.0_1.2.35_amd64.deb	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/a/apt/libapt-inst2.0_1.2.35_amd64.deb	true	true	true	proxy_access_log
xenial-to-bionic	apt	1.2.35	amd64	apt	apt_1.2.35_amd64.deb	ap-northeast-2.ec2.archive.ubuntu.com		main	1106944	a458b534d0fda677e2c659ed25fd41fc436afd5136d50b84d7a4a3d8a1fad156	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/a/apt/apt_1.2.35_amd64.deb	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/a/apt/apt_1.2.35_amd64.deb	true	true	true	proxy_access_log
xenial-to-bionic	apt-utils	1.2.35	amd64	apt	apt-utils_1.2.35_amd64.deb	ap-northeast-2.ec2.archive.ubuntu.com		main	196204	b0a0f704641c8cdce837067f886d6e5d6d166364b12ce5ad437e12fcabea8c4a	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/a/apt/apt-utils_1.2.35_amd64.deb	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/a/apt/apt-utils_1.2.35_amd64.deb	true	true	true	proxy_access_log
xenial-to-bionic	grub-pc	2.02%7ebeta2-36ubuntu3.32	amd64	grub-pc	grub-pc_2.02%7ebeta2-36ubuntu3.32_amd64.deb	ap-northeast-2.ec2.archive.ubuntu.com		main	197062	b7b16d9fde48e8b807e589a6b0469245484b1619e648b6c43f214466409eafb5	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/g/grub2/grub-pc_2.02%7ebeta2-36ubuntu3.32_amd64.deb	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/g/grub2/grub-pc_2.02%7ebeta2-36ubuntu3.32_amd64.deb	true	true	true	proxy_access_log
xenial-to-bionic	grub-pc-bin	2.02%7ebeta2-36ubuntu3.32	amd64	grub-pc-bin	grub-pc-bin_2.02%7ebeta2-36ubuntu3.32_amd64.deb	ap-northeast-2.ec2.archive.ubuntu.com		main	891794	058b401c41e08784b20afebe5ac45df58a9f64a1bfc3ddaefbd29d23f31a3499	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/g/grub2/grub-pc-bin_2.02%7ebeta2-36ubuntu3.32_amd64.deb	http://ap-northeast-2.ec2.archive.ubuntu.com/ubuntu/pool/main/g/grub2/grub-pc-bin_2.02%7ebeta2-36ubuntu3.32_amd64.deb	true	true	true	proxy_access_log
